USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
61560,99999,HOLBAEK,DK,,,55.733,11.6,13,19740805,20250824
61590,99999,ROESNAES,DK,,,55.75,10.867,15,19740906,20250824
61650,99999,HESSELOE,DK,,,56.2,11.717,18,20010919,20230620
61680,99999,NAKKEHOVED,DK,,,56.117,12.35,43,19881101,20250824
61690,99999,GNIBEN,DK,,,56.017,11.283,12,19740731,20250824
61700,99999,ROSKILDE,DK,,EKRK,55.586,12.131,44.5,19770419,20250824
61740,99999,TESSEBOELLE,DK,,,55.4,12.15,22,20050405,20250824
61800,99999,KASTRUP,DK,,EKCH,55.618,12.656,5.2,19290801,20250824
61810,99999,JAEGERSBORG,DK,,,55.767,12.533,42,19990119,20250824
61830,99999,DROGDEN,DK,,,55.533,12.717,6,19830201,20250824
61840,99999,DMI,DK,,,55.717,12.567,8,19890601,20220306
61880,99999,SJAELSMARK,DK,,,55.883,12.417,40,20120411,20250824
61900,99999,BORNHOLM RONNE,DK,,EKRN,55.063,14.76,15.8,19740110,20250824
61930,99999,HAMMER ODDE FYR,DK,,,55.3,14.767,9,19310101,20250824
61970,99999,NEXOE VEST,DK,,,55.05,15.1,25,20070807,20250824
62010,99999,D15-FA-1 HELIPAD OIL PLATFORM,NL,,EHDV,54.317,2.933,36,20080826,20250824
62030,99999,P11-B / DE RUYTER,NL,,EHPG,52.367,3.35,24,20091109,20250824
62040,99999,K14-FA-1C,NL,,EHKV,53.267,3.633,27,20070815,20250824
62050,99999,A12-CPP HELIPAD OIL PLATFORM,NL,,EHAK,55.417,3.817,48.4,20090209,20250824
62060,99999,F16-A,NL,,EHFZ,54.117,4.017,28,20070105,20200831
62070,99999,L9-FF-1,NL,,EHMG,53.617,4.967,30,20070105,20250824
62080,99999,AWG-1,NL,,EHMA,53.5,5.95,27,20070105,20250824
62090,99999,IJMOND,NL,,,52.467,4.517,0,20010701,20250824
62110,99999,J6-A HELIPAD OIL PLATFORM,NL,,EHJA,53.817,2.95,34,20090209,20250824
62120,99999,HOORN-A HELIPAD OIL PLATFORM,NL,,EHQE,52.917,4.15,41,20081118,20221129
62250,99999,IJMUIDEN,NL,,,52.467,4.567,4,19531101,20250824
62290,99999,TEXELHORS WP,NL,,,53,4.717,0,19960901,20250824
62350,99999,DE KOOY,NL,,EHKD,52.923,4.781,0.9,19730101,20250824
62390,99999,F3 - NETHERLANDS,NL,,EHFD,54.85,4.733,0,19940301,20250824
62400,99999,SCHIPHOL,NL,,EHAM,52.309,4.764,-3.4,19320503,20250824
62420,99999,VLIELAND ISLAND,NL,,EHVL,53.25,4.917,5,19730102,20250824
62480,99999,WIJDENES,NL,,,52.633,5.167,4,19970204,20250824
62490,99999,BERKHOUT,NL,,,52.65,4.983,-3,20010701,20250824
62510,99999,TERSCHELLING HOORN AWS,NL,,,53.4,5.35,2,19960801,20250824
62520,99999,K13-A,NL,,EHJR,53.217,3.217,30,19960801,20250515
62570,99999,WIJK AAN ZEE,NL,,,52.5,4.6,10,20010701,20250824
62580,99999,HOUTRIBDIJK,NL,,,52.65,5.4,7,20060809,20250824
62600,99999,DE BILT,NL,,EHDB,52.1,5.183,4,19310101,20250824
62670,99999,STAVOREN AWS,NL,,,52.9,5.383,3,19940901,20250824
62690,99999,LELYSTAD,NL,,EHLE,52.46,5.527,-4,19940901,20250824
62693,99999,VLISSINGEN,NL,,EHFS,51.45,3.6,8,20040510,20250824
62700,99999,LEEUWARDEN,NL,,EHLW,53.229,5.761,0.9,19490101,20250824
62730,99999,MARKNESSE AWS,NL,,,52.7,5.883,-3,19940901,20250824
62750,99999,DEELEN,NL,,EHDL,52.061,5.873,48.2,19491017,20250824
62770,99999,LAUWERSOOG AWS,NL,,,53.417,6.2,0,19940901,20250824
62780,99999,HEINO AWS,NL,,,52.433,6.267,5,19940901,20250824
62790,99999,HOOGEVEEN AWS,NL,,,52.733,6.573,16,19940901,20250824
62800,99999,EELDE,NL,,EHGG,53.12,6.579,5.2,19310601,20250824
62830,99999,HUPSEL AWS,NL,,,52.067,6.65,29,19940901,20250824
62850,99999,HUIBERTGAT WP,NL,,,53.567,6.4,0,19960901,20250824
62860,99999,NIEUW BEERTA,NL,,,53.2,7.15,0,19940901,20250824
62900,99999,TWENTE,NL,,EHTW,52.27,6.874,34.7,19490101,20250824
63080,99999,CADZAND WP,NL,,,51.383,3.383,7,19960901,20250824
63100,99999,VLISSINGEN,NL,,,51.45,3.6,10,19280102,20250824
63120,99999,OOSTERSCHELDE WP,NL,,,51.767,3.617,0,19960901,20250824
63130,99999,VLAKTE VAN RAAN,NL,,,51.5,3.25,0,20010704,20250824
63150,99999,HANSWEERT,NL,,,51.433,4.017,0,20010704,20250824
63160,99999,OOSTERSCHELDE 4,NL,,,51.65,3.7,0,19960901,20250824
63190,99999,WESTDORPE,NL,,,51.233,3.867,2,19940901,20250824
63200,99999,LE GOEREE,NL,,EHSC,51.933,3.667,19,19490101,20250824
63210,99999,EURO PLATFORM,NL,,EHSA,52,3.283,18,19960801,20250824
63230,99999,WILHELMINADORP AWS,NL,,,51.533,3.883,1,19940901,20250824
63240,99999,STAVENISSE,NL,,,51.6,4,0,20010704,20250824
63300,99999,HOEK VAN HOLLAND,NL,,,51.983,4.1,14,19490214,20250824
63310,99999,MAROLLEGAT,NL,,,51.483,4.2,0,19960901,20250824
63400,99999,WOENSDRECHT,NL,,EHWO,51.449,4.342,19.2,19490103,20250824
63430,99999,ROTTERDAM GEULHAVEN AWS,NL,,,51.9,4.317,4,19940901,20250824
63440,99999,ROTTERDAM,NL,,EHRD,51.957,4.437,-4.6,19570101,20250824
63480,99999,CABAUW TOWER,NL,,,51.967,4.933,2,19960101,20250824
63500,99999,GILZE RIJEN,NL,,EHGR,51.567,4.932,14.9,19490101,20250824
63560,99999,HERWIJNEN AWS,NL,,,51.85,5.133,1,19940901,20250824
63700,99999,EINDHOVEN,NL,,EHEH,51.45,5.375,22.6,19490101,20250824
63750,99999,VOLKEL,NL,,EHVK,51.656,5.709,21.9,19510601,20250824
63770,99999,ELL AWS,NL,,,51.2,5.767,30,20010701,20250824
63800,99999,MAASTRICHT AACHEN,NL,,EHBK,50.912,5.77,114.3,19490101,20250824
63910,99999,ARCEN AWS,NL,,,51.5,6.2,19,19940901,20250730
64000,99999,KOKSIJDE,BE,,EBFN,51.09,2.653,6.1,19490101,20250824
64070,99999,OOSTENDE,BE,,EBOS,51.199,2.862,4,19360103,20250824
64140,99999,BEITEM,BE,,,50.9,3.117,25,20080115,20250824
64180,99999,ZEEBRUGGE,BE,,,51.35,3.2,9,20091026,20250824
64280,99999,SEMMERZAKE,BE,,EBMT,50.933,3.667,37.5,19730101,20250824
64320,99999,SHAPE AIRFIELD AT CHIEVRES AB,BE,,EBCV,50.576,3.831,58.8,19730101,20250824
64325,99999,CASTEAU/HELI (MET),BE,,EBCT,50.5,3.98,78,20100419,20250824
64340,99999,MELLE,BE,,,50.983,3.817,15,20091026,20250824
64390,99999,SINT KATELIJNE-WAVER,BE,,,51.083,4.517,11,20121001,20250824
64470,99999,UCCLE,BE,,,50.8,4.35,101,19490101,20250824
64490,99999,BRUSSELS SOUTH,BE,,EBCI,50.459,4.454,187.1,19730101,20250824
64500,99999,DEURNE,BE,,EBAW,51.189,4.46,11.9,19400605,20250824
64510,99999,BRUSSELS NATL,BE,,EBBR,50.901,4.484,56.1,19300302,20250824
64550,99999,DOURBES,BE,,,50.1,4.6,233,20091026,20250824
64560,99999,FLORENNES,BE,,EBFS,50.243,4.646,285,19490101,20250824
64580,99999,BEAUVECHAIN,BE,,EBBE,50.759,4.768,112.8,19730101,20250824
64590,99999,ERNAGE,BE,,,50.583,4.683,157,19311105,20250824
64640,99999,RETIE,BE,,,51.217,5.033,21,20091026,20250824
64650,99999,SCHAFFEN,BE,,EBDT,51,5.067,54,19730101,20250824
64720,99999,HUMAIN,BE,,,50.2,5.25,296,20091026,20250824
64760,99999,SAINT HUBERT MIL,BE,,EBSU,50.036,5.404,588.3,19490101,20250824
64765,99999,SAINT HUBERT,BE,,EBSH,50.033,5.4,557,20090604,20240705
64770,99999,DIEPENBEEK,BE,,,50.917,5.45,39,20091026,20250824
64780,99999,LIEGE,BE,,EBLG,50.637,5.443,200.9,19490101,20250824
64790,99999,KLEINE BROGEL,BE,,EBBL,51.168,5.47,61,19730101,20250824
64840,99999,BUZENOL,BE,,,49.617,5.583,324,20091026,20250824
64900,99999,SPA/LA SAUVENIERE,BE,,EBSP,50.483,5.917,482,19501001,20250824
64901,99999,SEMMERZAKE (BAFB),BE,,EBSZ,50.933,3.65,37,20040510,20250824
64940,99999,MONT-RIGI,BE,,,50.517,6.067,673,20080115,20250824
64960,99999,ELSENBORN (MIL),BE,,EBLB,50.467,6.183,570,19840501,20250824
65900,99999,LUXEMBOURG,LU,,ELLX,49.627,6.212,376.1,19490101,20250824
66010,99999,BASEL-BINNINGEN,CH,,,47.55,7.583,317,19901101,20250824
66020,99999,DELEMONT,CH,,,47.35,7.35,439.4,20121126,20250824
66040,99999,NEUCHATEL (AUT),CH,,LSGN,47,6.95,487,19820114,20250824
66045,99999,LES EPLATURES,CH,,LSGC,47.084,6.793,1026.6,20040803,20250824
66050,99999,CHASSERAL,CH,,,47.133,7.067,1631,19881201,20250824
66060,99999,CRESSIER,CH,,,47.05,7.067,431,20110124,20250824
66080,99999,CHAUMONT,CH,,,47.05,6.983,1136.1,20130905,20250824
66090,99999,LE MOLESON,CH,,,46.55,7.017,1973,19901101,20250824
66099,99999,DUBENDORF,CH,,LSMD,47.399,8.648,448.1,20040903,20250824
66100,99999,PAYERNE,CH,,,46.817,6.95,490.5,19590319,20250824
66120,99999,LA CHAUX-DE-FONDS,SZ,,,47.083,6.8,1018.1,19800208,20240617
66130,99999,FRUTIGEN,CH,,,46.6,7.65,756,20050727,20250824
66140,99999,MEIRINGEN,CH,,LSMM,46.743,8.11,579.1,20050727,20250824
66160,99999,FAHY-BONCOURT,CH,,,47.433,6.95,597,19810101,20250824
66170,99999,LA BREVINE,CH,,,46.983,6.617,1050,20130905,20250824
66180,99999,MATHOD,CH,,,46.733,6.567,437.4,20060207,20250824
66190,99999,BULLET-LA FRETAZ,CH,,,46.833,6.583,1210,19901101,20250824
66200,99999,SCHAFFHAUSEN,CH,,,47.683,8.617,437,19550101,20250824
66210,99999,GUETTINGEN,CH,,,47.6,9.283,440,19901101,20250824
66230,99999,SALEN-REUTENEN,CH,,,47.65,9.017,719.7,20110124,20250824
66240,99999,HALLAU,CH,,,47.683,8.467,420,20120124,20250824
66250,99999,FRIBOURG-POSIEUX,CH,,,46.767,7.117,633,20111011,20250824
66260,99999,GOESGEN,CH,,,47.367,7.983,380,20080721,20250824
66270,99999,CHATEAU-D'OEX,CH,,,46.483,7.133,1030,20120208,20250824
66280,99999,PLAFFEIEN,CH,,,46.75,7.267,1041,19900205,20250824
66303,99999,BERN BELP,CH,,LSZB,46.914,7.497,510.2,19900424,20250824
66304,99999,SAMEDAN,CH,,LSZS,46.534,9.884,1706.9,20070301,20250824
66310,99999,BERN-ZOLLIKOFEN,CH,,,46.983,7.467,567,19901101,20250824
66320,99999,GRENCHEN,CH,,,47.183,7.417,429,19790402,20250824
66330,99999,BUCHS-AARAU,CH,,,47.383,8.083,389,19901101,20250824
66350,99999,KOPPIGEN,CH,,,47.133,7.617,482,20121130,20250824
66360,99999,MUEHLEBERG,CH,,,46.983,7.283,483,20080604,20250824
66370,99999,MEIRINGEN,CH,,,46.717,8.167,590.6,20111011,20250824
66380,99999,LANGNAU IE,CH,,,46.933,7.8,706,20111011,20250824
66390,99999,NAPF,CH,,,47,7.933,1406,19821101,20250824
66400,99999,MARSENS,CH,,,46.65,7.067,718,20150818,20250824
66410,99999,MOEHLIN,CH,,,47.583,7.883,340,20110201,20250824
66430,99999,WYNAU,CH,,,47.25,7.783,416,19780101,20250824
66440,99999,MOSEN,CH,,,47.25,8.233,453.5,20121130,20250824
66450,99999,RUENENBERG,CH,,,47.433,7.883,610,19900316,20250824
66460,99999,BEZNAU,CH,,,47.567,8.233,327,20080604,20250824
66470,99999,WUERENLINGEN,CH,,,47.533,8.233,337,20050321,20250824
66480,99999,EGOLZWIL,CH,,,47.183,8,522,20110124,20250824
66500,99999,LUZERN,CH,,,47.033,8.3,456,19901101,20250824
66510,99999,SCHUEPFHEIM,CH,,,46.95,8.017,743.7,20110124,20250824
66520,99999,FLUEHLI,CH,,,46.883,8.017,939.8,20020331,20250824
66550,99999,ENGELBERG,CH,,,46.817,8.417,1018,19901101,20250824
66560,99999,BRIENZ,CH,,,46.75,8.067,580,20121130,20250824
66570,99999,GISWIL,CH,,,46.85,8.2,475,20110124,20250824
66580,99999,ALPNACH,CH,,LSMA,46.944,8.284,445,19771212,20250824
66590,99999,PILATUS,CH,,,46.983,8.25,2110,19891016,20250824
66600,99999,ZUERICH-FLUNTERN,CH,,,47.383,8.567,557.6,19350101,20250824
66621,99999,GRENCHEN,CH,,LSZG,47.182,7.417,430.1,20040510,20250824
66640,99999,ZUERICH-AFFOLTERN,CH,,,47.433,8.517,441,19901101,20250824
66660,99999,LEIBSTADT,CH,,,47.6,8.183,341,20080604,20250824
66690,99999,LAEGEREN,CH,,,47.483,8.4,843,19740101,20250824
66700,99999,ZURICH,CH,,LSZH,47.465,8.549,431.6,19550101,20250824
66710,99999,STECKBORN,CH,,,47.667,8.983,398,20120209,20250824
66720,99999,ALTDORF,CH,,,46.867,8.633,451,19790401,20250824
66730,99999,WAEDENSWIL,CH,,,47.217,8.683,486.5,19901101,20250824
66740,99999,CHAM,CH,,,47.183,8.467,443.4,20140701,20250824
66750,99999,EINSIEDELN,CH,,,47.133,8.75,910,20070226,20250824
66760,99999,OBERAEGERI,CH,,,47.133,8.617,724,20070226,20250824
66780,99999,BISCHOFSZELL,CH,,,47.5,9.233,470,20150818,20250824
66790,99999,AADORF-TAENIKON,CH,,,47.483,8.9,539.5,19901101,20250824
66800,99999,SAENTIS,CH,,,47.25,9.35,2500,19350101,20250824
66810,99999,ST. GALLEN,CH,,,47.433,9.4,777.8,19811101,20250824
66811,99999,ST GALLEN ALTENRHEIN,CH,,LSZR,47.485,9.561,398.1,20040510,20250824
66820,99999,ELM,CH,,,46.917,9.183,965,20111011,20250824
66830,99999,SCHMERIKON,CH,,,47.217,8.933,409.4,20111031,20250824
66850,99999,GLARUS,CH,,,47.033,9.067,517.5,19901101,20250824
66860,99999,BAD RAGAZ,CH,,,47.017,9.5,497.5,20120206,20250824
66870,99999,QUINTEN,CH,,,47.133,9.217,423,20111024,20250824
66880,99999,CRAP MASEGN,CH,,,46.85,9.183,2480,20111011,20250824
66890,99999,HOERNLI,CH,,,47.367,8.95,1124,19940301,20250824
66900,99999,ALTENRHEIN,CH,,,47.483,9.567,398.4,20140127,20250824
66930,99999,EBNAT-KAPPEL,CH,,,47.267,9.1,623,20041224,20250824
66950,99999,ANDERMATT,CH,,,46.633,8.583,1438.1,20140127,20250824
66990,99999,LA DOLE,CH,,,46.433,6.1,1680,20240226,20240617
67000,99999,GENEVA COINTRIN,CH,,LSGG,46.238,6.109,430.1,19350101,20250824
67020,99999,LA DOLE,CH,,,46.433,6.1,1670.2,19730101,20250824
67030,99999,LES CHARBONNIERES,CH,,,46.667,6.317,1045.1,20020407,20250824
67040,99999,BIERE,CH,,,46.517,6.333,684,20070226,20250824
67050,99999,NYON-CHANGINS,CH,,,46.4,6.233,432,19901101,20250824
67060,99999,ST-PREX,CH,,,46.483,6.45,425,20111206,20250824
67070,99999,VILLARS-TIERCELIN,CH,,,46.617,6.717,859,20140402,20250824
67080,99999,ORON,CH,,,46.567,6.867,828.8,20120124,20250824
67090,99999,BOUVERET,CH,,,46.4,6.867,375,20060103,20250824
67110,99999,PULLY,CH,,,46.517,6.667,462,19901101,20250824
67120,99999,AIGLE,CH,,,46.333,6.917,383,19810501,20250824
67140,99999,LES DIABLERETS,CH,,,46.333,7.2,2964.3,20070226,20250824
67150,99999,EVIONNAZ,CH,,,46.183,7.033,480,20140127,20250824
67160,99999,MOTTEC,CH,,,46.15,7.617,1580,19901101,20250824
67170,99999,COL DU GRAND ST BERNARD,CH,,,45.867,7.167,2479,19901101,20250824
67180,99999,NOVILLE,CH,,,46.383,6.9,373,19770104,20240901
67200,99999,SION,CH,,LSGS,46.22,7.327,481.9,19550101,20250824
67210,99999,BINN,CH,,,46.367,8.183,1448,20140128,20250824
67220,99999,EVOLENE-VILLAZ,CH,,,46.117,7.517,1828,19901101,20250824
67230,99999,VERBIER-LES ATTLELAS,CH,,,46.1,7.267,2733,20070226,20250824
67240,99999,MONTANA,CH,,,46.3,7.467,1508,19790401,20250824
67250,99999,BLATTEN-LOETSCHENTAL,CH,,,46.417,7.817,1538.2,20130905,20250816
67270,99999,VISP,CH,,,46.3,7.85,642,19900401,20250824
67280,99999,GRAECHEN,CH,,,46.2,7.833,1605.2,20070226,20250824
67300,99999,JUNGFRAUJOCH,CH,,,46.55,7.983,3576,19350101,20250824
67330,99999,BOLTIGEN,CH,,,46.633,7.383,820,20070226,20250824
67340,99999,INTERLAKEN,CH,,LSMI,46.667,7.867,578.6,19770616,20250824
67350,99999,ADELBODEN,CH,,,46.5,7.567,1328.1,19901101,20250824
67390,99999,EGGISHORN,CH,,,46.433,8.083,2893,20070226,20250824
67400,99999,TITLIS,CH,,,46.767,8.433,3094.3,20130905,20250824
67440,99999,GRIMSEL-HOSPIZ,CH,,,46.567,8.333,1965,19901101,20250824
67450,99999,ULRICHEN,CH,,LSMC,46.5,8.317,1347.1,19901101,20250824
67470,99999,MONTE ROSA,CH,,,45.95,7.817,2885,20100201,20230828
67480,99999,ZERMATT,CH,,,46.033,7.75,1624,19901101,20250824
67490,99999,GORNERGRAT,CH,,,45.983,7.783,3129.3,20130905,20250824
67500,99999,GUETSCH OB ANDERMATT,CH,,,46.65,8.617,2284.2,19550101,20250824
67510,99999,ROBIEI,CH,,,46.45,8.517,1891,19910806,20250824
67520,99999,CEVIO,CH,,,46.317,8.6,422.4,20131001,20250824
67530,99999,PIOTTA,CH,,LSPM,46.517,8.683,1016,19790202,20250824
67540,99999,MATRO,CH,,,46.417,8.933,2171,20050222,20250824
67560,99999,ACQUAROSSA-COMPROVASCO,CH,,,46.467,8.933,552,19881001,20250824
67580,99999,GRONO,CH,,,46.25,9.167,324.3,20060114,20250824
67590,99999,CIMETTA,CH,,,46.2,8.8,1648,19740101,20250824
67600,99999,LOCARNO-MONTI,CH,,,46.167,8.783,380,19730101,20250824
67620,99999,MAGADINO-CADENAZZO,CH,,,46.167,8.933,204.2,19550101,20250824
67700,99999,LUGANO,CH,,LSZA,46.004,8.911,278.9,19350101,20250824
67710,99999,STABIO,CH,,,45.85,8.933,352.4,19820401,20250824
67770,99999,MONTE GENEROSO,CH,,,45.933,9.017,1601.2,20121130,20250824
67780,99999,BUFFALORA,CH,,,46.65,10.267,1970,20070226,20250824
67790,99999,SEGL-MARIA,CH,,,46.433,9.767,1804.2,20140401,20250824
67800,99999,WEISSFLUHJOCH,CH,,,46.833,9.817,2667,19881201,20250824
67820,99999,DISENTIS-SEDRUN,CH,,,46.7,8.85,1180,19770701,20250824
67830,99999,S BERNARDINO,CH,,,46.467,9.183,1638,19820401,20250824
67840,99999,DAVOS,CH,,,46.817,9.85,1592,19901101,20250824
67850,99999,AROSA,CH,,,46.8,9.683,1878.2,20160118,20250824
67860,99999,CHUR,CH,,,46.867,9.533,556,19800208,20250824
67870,99999,ANDEER,CH,,,46.617,9.433,989,20010811,20250824
67880,99999,VICOSOPRANO,CH,,,46.35,9.633,1075,19901101,20250824
67890,99999,ILANZ,CH,,,46.783,9.217,698,20140401,20250824
67900,99999,SCHIERS,CH,,,46.983,9.667,626,20011106,20250824
67910,99999,PIZ CORVATSCH,CH,,,46.417,9.817,3299,19770701,20250824
67920,99999,SAMEDAM,SZ,,,46.533,9.883,1706,19800208,20240617
67930,99999,VALBELLA,CH,,,46.75,9.55,1560,20050321,20250824
67940,99999,POSCHIAVO-ROBBIA,CH,,,46.35,10.067,1079.1,19780718,20250824
67950,99999,PIZ MARTEGNAS,CH,,,46.583,9.533,2670,20111011,20250824
67960,99999,STA MARIA VAL MUESTAIR,CH,,,46.6,10.433,1390,20121130,20250824
67970,99999,PASSO DEL BERNINA,CH,,,46.417,10.017,2260.2,20150818,20250824
67980,99999,SCUOL,CH,,,46.8,10.283,1295,19901101,20250824
67990,99999,NALUNS,CH,,,46.817,10.267,2400,20060124,20250824
68065,99999,BUOCHS AIRPORT / STANS,CH,,LSZC,46.967,8.4,450,20060817,20250824
68460,99999,SCALOTTAS,CH,,,46.717,9.517,2323,20090127,20250124
68470,99999,BRIENZER ROTHORN,CH,,,46.783,8.05,2280,20100126,20250817
68480,99999,PFAEFERS,CH,,,46.933,9.502,1420,20100126,20250124
68490,99999,SALEZ,CH,,,47.233,9.5,436,20110124,20240901
68560,99999,KLEWENALP,CH,,,46.933,8.483,1700,20240901,20240901
69010,99999,BERN-BOLLWERK,CH,,,46.95,7.433,561,20240901,20240901
69900,99999,VADUZ,LS,,,47.133,9.517,463,19730101,20250824
70020,99999,BOULOGNE,FR,,,50.733,1.6,74,19730101,20250807
70030,99999,LE TOUQUET PARIS PLAGE / LE TOUQUET ELIZABETH II,FR,,LFAT,50.515,1.627,11,19730101,20250824
70040,99999,CAP GRIS NEZ,FR,,,50.867,1.583,45,20080423,20211107
70050,99999,ABBEVILLE,FR,,LFOI,50.143,1.832,67.1,19261004,20250603
70090,99999,CALAIS/DUNKERQUE,FR,,,50.967,1.95,3,19290801,20250113
70100,99999,DUNKERQUE,FR,,,51.05,2.333,17,19730101,20250216
70150,99999,LILLE LESQUIN,FR,,LFQQ,50.562,3.089,47.9,19450301,20250824
70190,99999,BARFLEUR (POINT),FR,,,49.7,-1.267,7,19850701,20250113
70200,99999,LA HAGUE,FR,,,49.717,-1.933,12,19360706,20250813
70220,99999,VIGITE DU HAUMET,FR,,,49.65,-1.5,130,19760302,20250113
70240,99999,MAUPERTUS / CHERBOURG MANCHE,FR,,LFRC,49.65,-1.47,139.9,19360101,20250824
70270,99999,CAEN CARPIQUET,FR,,LFRK,49.173,-0.45,78,19730101,20250824
70280,99999,LE HAVRE OCTEVILLE,FR,,LFOH,49.534,0.088,95.4,19310101,20250824
70290,99999,PORT EN BESSIN,FR,,,49.35,-0.767,73,19840101,20250113
70310,99999,ST GATIEN / DEAUVILLE NORMANDIE,FR,,LFRG,49.365,0.154,146,19730102,20250824
70340,99999,CARTERET,FR,,,49.367,-1.8,65,19861001,20250113
70370,99999,ROUEN VALLEE DE SEINE,FR,,LFOP,49.384,1.175,156.1,19730101,20250824
70380,34061,FAUVILLE,FR,,LFOE,49.029,1.22,141.4,19730101,20250824
70400,99999,DIEPPE,FR,,,49.933,1.1,38,19730101,20250715
70460,99999,LE HAVRE-OCTEVILLE,FR,,,49.533,0.083,94,20010919,20250517
70530,99999,CORMEILLES,FR,,,49.083,2.033,88,19730107,20250113
70550,99999,BEAUVAIS TILLE,FR,,LFOB,49.454,2.113,109.4,19360101,20250824
70570,99999,CREIL,FR,,LFPC,49.254,2.519,88.7,19400713,20210728
70590,99999,MEAULTE,FR,,,49.967,2.704,111,19400617,20250216
70610,99999,ST. QUENTIN/ROUPY,FR,,LFOW,49.817,3.2,101,19360103,20250326
70640,99999,BERRY-AU-BAC,FR,,,0,0,-999,19401009,20231207
70720,99999,REIMS-PRUNAY,FR,,LFQA,49.217,4.15,96,19361010,20250824
70750,99999,CHARLEVILLE MEZIERES,FR,,LFQV,49.784,4.647,149,19400703,20250425
70930,99999,METZ NANCY LORRAINE,FR,,LFJL,48.982,6.251,265.2,19920408,20250824
71000,99999,OUESSANT,FR,,,48.483,-5.05,68,19360102,20250716
71020,99999,POINTE ST MATHIEU,FR,,,48.333,-4.767,17,19831208,20250113
71030,99999,POINTE DU RAZ,FR,,,48.033,-4.733,89,19730101,20250113
71060,99999,LANDIVISIAU,FR,,LFRJ,48.53,-4.152,106.1,19730102,20250824
71070,99999,BRIGNOGAN,FR,,,48.683,-4.333,18,19831207,20250113
71090,99999,LANVEOC POULMIC,FR,,LFRL,48.282,-4.445,87.5,19810202,20250824
71100,99999,GUIPAVAS / BREST BRETAGNE,FR,,LFRB,48.448,-4.419,99.1,19290801,20250824
71160,99999,BATZ ISLAND,FR,,,48.75,-4.017,37,19760708,20250113
71170,99999,PLOUMANAC'H PERROS GUIREC,FR,,,48.833,-3.467,58,19831208,20250221
71180,99999,LANNION,FR,,LFRO,48.754,-3.472,88.4,20010919,20250824
71200,99999,SAINT BRIEUC ARMOR,FR,,LFRT,48.538,-2.854,138.1,19860101,20250824
71210,99999,BREHAT ISLAND,FR,,,48.85,-3,36,19360105,20250113
71250,99999,DINARD PLEURTUIT SAINT MALO,FR,,LFRD,48.588,-2.08,66.8,19730101,20250824
71300,99999,RENNES SAINT JACQUES,FR,,LFRN,48.07,-1.735,37.8,19310105,20250824
71330,99999,POINTE DU ROC,FR,,,48.833,-1.617,42,19730101,20250113
71340,99999,LAVAL-ETRONNIER,FR,,LFOV,48.033,-0.733,97,19880621,20250824
71390,99999,ALENCON/VALFRAMBERT,FR,,LFOF,48.45,0.117,141,19730101,20250722
71400,99999,CHATEAUDUN,FR,,LFOC,48.058,1.377,132,19730101,20250812
71430,99999,CHARTRES/CHAMPOL,FR,,LFOR,48.467,1.517,156,19360617,20250113
71450,99999,TRAPPES,FR,,,48.767,2,168,19870518,20250327
71460,99999,TOUSSUS LE NOBLE / PARIS SACLAY VERSAILLES,FR,,LFPN,48.752,2.106,164,19730101,20250824
71470,99999,VILLACOUBLAY VELIZY,FR,,LFPV,48.774,2.202,178,19420101,20250824
71490,99999,ORLY,FR,,LFPO,48.725,2.359,88.7,19370601,20250824
71500,99999,LE BOURGET,FR,,LFPB,48.969,2.441,66.4,19280104,20250824
71515,99999,CASTRES MAZAMET,FR,,LFCK,43.556,2.289,240.2,20061025,20250824
71530,99999,MELUN VILLAROCHE,FR,,LFPM,48.605,2.671,92,19730328,20250824
71540,99999,PARIS ST-MAUR,FR,,,48.8,2.5,50,19840504,20240807
71560,99999,PARIS-MONTSOURIS,FR,,,48.817,2.333,77,19831201,20250113
71570,99999,CHARLES DE GAULLE,FR,,LFPG,49.013,2.55,119.5,19740419,20250824
71604,99999,MORLAIX PLOUJEAN,FR,,LFRU,48.603,-3.816,82.9,20141229,20250824
71650,99999,CHALONS VATRY,FR,,LFOK,48.776,4.184,178.9,19751203,20250824
71660,99999,VATRY AERO,FR,,,48.767,4.15,179,20111129,20250708
71680,99999,TROYES BARBEREY,FR,,LFQB,48.322,4.017,118.3,19750618,20250824
71690,99999,SAINT DIZIER ROBINSON,FR,,LFSI,48.636,4.899,139.6,19420101,20250824
71790,34051,TOUL ROSIERES,FR,,LFSL,48.783,5.983,285.9,19730101,20250824
71800,99999,NANCY ESSEY,FR,,LFSN,48.692,6.23,228.9,19260404,20250824
71810,99999,NANCY OCHEY,FR,,LFSO,48.583,5.955,337.1,19730101,20250824
71825,99999,EPINAL MIRECOURT,FR,,LFSG,48.325,6.07,330.4,20070227,20250824
71900,99999,STRASBOURG ENTZHEIM,FR,,LFST,48.538,7.628,153.9,19310101,20250824
71970,99999,MEYENHEIM,FR,,LFSC,47.917,7.4,211.2,19730101,20250113
72000,99999,PENMARCH,FR,,,47.8,-4.367,19,19360102,20250113
72010,99999,QUIMPER PLUGUFFAN,FR,,LFRQ,47.975,-4.168,90.5,19730102,20250824
72030,99999,BEG MELEN,FR,,,47.65,-3.5,54,19811104,20250129
72050,99999,LORIENT LANN BIHOUE,FR,,LFRH,47.761,-3.44,48.8,19730101,20250824
